customer_id,customer,categories_selected,total_spent
99936,Customer_99936,7,104401.15
67896,Customer_67896,7,146604.06
67594,Customer_67594,7,131171.4
49405,Customer_49405,7,120418.88
28147,Customer_28147,7,108299.16
26788,Customer_26788,7,101888.05
58371,Customer_58371,7,123568.23
57641,Customer_57641,7,102218.55
33998,Customer_33998,7,108246.62
99048,Customer_99048,7,104927.59
82219,Customer_82219,7,117286.62
84466,Customer_84466,7,130662.06
41569,Customer_41569,7,101416.93
74180,Customer_74180,7,116919.84
90114,Customer_90114,7,100086.26
55426,Customer_55426,7,130134.26
75354,Customer_75354,7,139356.92
65362,Customer_65362,7,114266.68
91777,Customer_91777,7,100941.95
68808,Customer_68808,7,118533.18
23686,Customer_23686,7,103019.17
42952,Customer_42952,7,100371.94
62783,Customer_62783,7,139378.18
86193,Customer_86193,7,101226.08
68878,Customer_68878,7,101317.13
53703,Customer_53703,7,104342.47
98228,Customer_98228,7,107547.09
75917,Customer_75917,7,104181.51
65540,Customer_65540,7,108603.75
89138,Customer_89138,7,122853.9
3507,Customer_3507,7,101536.4
73824,Customer_73824,7,107933.02
18333,Customer_18333,7,112680.1
99260,Customer_99260,7,121515.39
69742,Customer_69742,7,102464.57
17640,Customer_17640,7,105095.23
85168,Customer_85168,7,105972.84
74312,Customer_74312,7,117169.05
53492,Customer_53492,7,102055.54
2861,Customer_2861,7,109535.3
32205,Customer_32205,7,115509.42
98049,Customer_98049,7,102307.85
85914,Customer_85914,7,107272.28
57498,Customer_57498,7,106876.74
80105,Customer_80105,7,102248.51
96757,Customer_96757,7,102303.79
75151,Customer_75151,7,106362.84
69759,Customer_69759,7,102610.92
3057,Customer_3057,7,125548.52
30140,Customer_30140,7,102826.18
81824,Customer_81824,7,114818.39
27116,Customer_27116,7,104557.49
83243,Customer_83243,7,102582.15
95873,Customer_95873,7,132987.14
11201,Customer_11201,7,107511.4
44655,Customer_44655,7,137299.26
5648,Customer_5648,7,109996.78
28940,Customer_28940,7,119887.01
16195,Customer_16195,7,103157.07
61225,Customer_61225,7,114505.05
84541,Customer_84541,7,114610.57
15437,Customer_15437,7,101251.99
89989,Customer_89989,7,104866.4
84484,Customer_84484,7,143082.23
32752,Customer_32752,7,101274.97
50256,Customer_50256,7,105828.77
90162,Customer_90162,7,100668.75
26093,Customer_26093,7,129731.33
54807,Customer_54807,7,110047.89
89279,Customer_89279,7,100631.85
73362,Customer_73362,7,100836.24
95987,Customer_95987,7,118808.87
60682,Customer_60682,7,110450.95
42327,Customer_42327,7,131588.74
25178,Customer_25178,7,103669.27
76659,Customer_76659,7,102110.85
79048,Customer_79048,7,118569.28
16002,Customer_16002,7,107248.74
60118,Customer_60118,7,111587.56
14176,Customer_14176,7,128631.8
92789,Customer_92789,7,106183.4
84153,Customer_84153,7,103238.08
27983,Customer_27983,7,103911.72
31518,Customer_31518,7,100043.18
27885,Customer_27885,7,108089.12
65403,Customer_65403,7,114741.67
94429,Customer_94429,7,138235.86
11973,Customer_11973,7,111265.75
23118,Customer_23118,7,101927.83
16500,Customer_16500,7,113866.87
81266,Customer_81266,7,104041.6
83854,Customer_83854,7,104878.65
97907,Customer_97907,7,121524.96
2359,Customer_2359,7,129366.73
37995,Customer_37995,7,108625.11
16626,Customer_16626,7,111506.49
59677,Customer_59677,7,102432.7
46336,Customer_46336,7,100791.14
20496,Customer_20496,7,103479.68
8022,Customer_8022,7,103380.74
61807,Customer_61807,7,104915.4
47686,Customer_47686,7,111041.68
30536,Customer_30536,7,103818.8
80504,Customer_80504,7,105049.16
25051,Customer_25051,7,101500.87
21638,Customer_21638,7,100661.69
11843,Customer_11843,7,113849.56
72285,Customer_72285,7,100142.97
98561,Customer_98561,7,115381.67
62676,Customer_62676,7,109126.85
23989,Customer_23989,7,130110.53
28508,Customer_28508,7,103488.79
73743,Customer_73743,7,128289.7
34591,Customer_34591,7,118244.0
53063,Customer_53063,7,111079.24
33595,Customer_33595,7,109200.11
74460,Customer_74460,7,118324.72
79896,Customer_79896,7,135715.6
93607,Customer_93607,7,104688.61
99825,Customer_99825,7,108732.46
61064,Customer_61064,7,117377.79
57859,Customer_57859,7,108394.0
61879,Customer_61879,7,106571.68
66311,Customer_66311,7,113695.87
3748,Customer_3748,7,108151.2
43373,Customer_43373,7,123414.27
71822,Customer_71822,7,100455.29
10571,Customer_10571,7,115536.37
26491,Customer_26491,7,112671.58
57760,Customer_57760,7,111719.67
42860,Customer_42860,7,111102.31
86009,Customer_86009,7,110643.58
19440,Customer_19440,7,100365.57
10449,Customer_10449,7,103649.45
26870,Customer_26870,7,101706.88
30402,Customer_30402,7,101802.75
22319,Customer_22319,7,102765.18
37692,Customer_37692,7,104501.96
3601,Customer_3601,7,105378.26
54814,Customer_54814,7,115639.16
63050,Customer_63050,7,103975.03
48202,Customer_48202,7,116987.72
85062,Customer_85062,7,103713.89
26992,Customer_26992,7,120242.81
91544,Customer_91544,7,105070.5
33209,Customer_33209,7,100544.41
87689,Customer_87689,7,107528.35
51637,Customer_51637,7,108056.03
4502,Customer_4502,7,119481.69
90972,Customer_90972,7,132014.82
5175,Customer_5175,7,105138.44
12948,Customer_12948,7,103722.62
21067,Customer_21067,7,135303.32
81439,Customer_81439,7,115069.0
60816,Customer_60816,7,120700.59
32721,Customer_32721,7,106290.67
48441,Customer_48441,7,100651.78
33546,Customer_33546,7,112145.66
25913,Customer_25913,7,111980.58
11438,Customer_11438,7,129511.28
17685,Customer_17685,7,101977.17
63759,Customer_63759,7,111895.78
21129,Customer_21129,6,101954.07
97976,Customer_97976,7,109365.86
25215,Customer_25215,7,125972.95
74901,Customer_74901,7,128736.86
46068,Customer_46068,7,137190.89
13096,Customer_13096,7,103787.52
49414,Customer_49414,7,112300.23
59950,Customer_59950,7,111762.41
44192,Customer_44192,7,110843.09
34161,Customer_34161,7,103618.86
23114,Customer_23114,7,107519.19
72053,Customer_72053,7,111301.09
80054,Customer_80054,7,119822.91
15863,Customer_15863,7,104769.46
3424,Customer_3424,7,112909.3
42725,Customer_42725,7,117910.42
75767,Customer_75767,7,117653.91
56362,Customer_56362,7,100874.31
70093,Customer_70093,7,139552.81
30176,Customer_30176,7,110290.27
49296,Customer_49296,7,108166.33
75366,Customer_75366,7,101352.73
93598,Customer_93598,7,108726.81
85823,Customer_85823,7,119108.14
55403,Customer_55403,7,105830.24
72050,Customer_72050,7,113828.2
92974,Customer_92974,7,112340.72
35906,Customer_35906,7,103263.08
77179,Customer_77179,7,120849.89
91231,Customer_91231,7,102388.77
67761,Customer_67761,7,105892.8
62605,Customer_62605,7,108556.53
10590,Customer_10590,7,131720.99
96094,Customer_96094,7,104907.02
22370,Customer_22370,7,101103.72
80,Customer_80,7,104271.19
41229,Customer_41229,7,102766.99
25426,Customer_25426,7,132971.25
78702,Customer_78702,7,112203.5
18867,Customer_18867,7,114007.27
70862,Customer_70862,7,125609.33
32174,Customer_32174,7,107487.01
78919,Customer_78919,7,116924.76
54232,Customer_54232,7,111052.0
39753,Customer_39753,7,112326.39
55837,Customer_55837,7,103474.21
89015,Customer_89015,7,120616.46
53715,Customer_53715,7,120010.55
1082,Customer_1082,7,119961.12
33415,Customer_33415,7,112524.76
73482,Customer_73482,7,102414.14
24012,Customer_24012,7,110669.36
56389,Customer_56389,7,101987.74
3118,Customer_3118,7,100125.97
50124,Customer_50124,7,100925.57
72669,Customer_72669,7,108533.24
62524,Customer_62524,7,108044.53
98625,Customer_98625,7,100480.66
88263,Customer_88263,7,100932.82
13313,Customer_13313,7,110637.84
77842,Customer_77842,7,103450.75
20891,Customer_20891,7,118282.58
32023,Customer_32023,7,103786.78
80413,Customer_80413,7,109811.6
52428,Customer_52428,7,101432.54
83891,Customer_83891,7,105105.9
83014,Customer_83014,7,110070.6
87621,Customer_87621,7,105419.77
33633,Customer_33633,7,103600.91
95921,Customer_95921,7,111444.63
72452,Customer_72452,7,103042.29
59404,Customer_59404,7,100966.63
42634,Customer_42634,7,100876.0
23642,Customer_23642,7,102457.9
66476,Customer_66476,7,108601.95
62073,Customer_62073,7,103089.35
68544,Customer_68544,7,115948.79
42472,Customer_42472,7,108333.2
60538,Customer_60538,7,147514.06
28543,Customer_28543,7,104335.46
84935,Customer_84935,7,103381.86
82305,Customer_82305,7,107764.67
60083,Customer_60083,7,116659.65
44219,Customer_44219,7,112264.52
42954,Customer_42954,7,144564.6
22962,Customer_22962,7,103180.78
33213,Customer_33213,7,100164.86
38403,Customer_38403,7,102544.54
1646,Customer_1646,7,103243.48
2429,Customer_2429,7,108211.24
98921,Customer_98921,7,124084.56
59332,Customer_59332,7,100808.45
35880,Customer_35880,7,123667.33
73753,Customer_73753,7,113160.88
53806,Customer_53806,7,128952.14
21489,Customer_21489,7,105731.51
24996,Customer_24996,7,101257.76
4318,Customer_4318,7,100485.04
96707,Customer_96707,7,102555.05
82392,Customer_82392,7,102898.81
90514,Customer_90514,7,100634.69
60618,Customer_60618,7,122469.8
94669,Customer_94669,7,100989.58
44457,Customer_44457,7,105050.58
2033,Customer_2033,7,102852.57
21974,Customer_21974,7,115564.64
286,Customer_286,7,105070.95
11923,Customer_11923,7,116921.54
37552,Customer_37552,7,111916.66
22447,Customer_22447,7,103934.3
94246,Customer_94246,7,113021.62
72650,Customer_72650,7,111714.17
56198,Customer_56198,7,107858.28
26095,Customer_26095,7,100898.73
31375,Customer_31375,7,108328.53
35845,Customer_35845,7,111065.31
36188,Customer_36188,7,116661.84
91367,Customer_91367,7,107376.9
80018,Customer_80018,7,108353.52
56644,Customer_56644,7,105899.62
86250,Customer_86250,7,116212.1
55636,Customer_55636,7,129500.73
9283,Customer_9283,7,102218.17
29964,Customer_29964,7,103893.09
21099,Customer_21099,7,111468.27
72188,Customer_72188,7,100383.21
41771,Customer_41771,7,127834.16
26593,Customer_26593,7,117043.0
65662,Customer_65662,7,119258.88
12995,Customer_12995,7,113165.76
29257,Customer_29257,7,111293.61
54824,Customer_54824,7,101365.99
15759,Customer_15759,7,147852.55
31021,Customer_31021,7,106074.83
15363,Customer_15363,7,120235.44
14261,Customer_14261,7,109322.06
43500,Customer_43500,7,104831.42
66035,Customer_66035,7,103695.54
27285,Customer_27285,7,118397.14
11075,Customer_11075,7,103557.68
2035,Customer_2035,7,101897.41
95885,Customer_95885,7,103787.3
57915,Customer_57915,7,126423.37
20144,Customer_20144,7,106214.43
35354,Customer_35354,7,118666.17
76983,Customer_76983,7,104098.6
88226,Customer_88226,7,100776.27
13636,Customer_13636,7,108577.97
6970,Customer_6970,7,114982.74
9495,Customer_9495,7,101753.41
68433,Customer_68433,7,108316.27
98396,Customer_98396,7,105259.9
92377,Customer_92377,7,107880.44
57984,Customer_57984,7,127489.04
12455,Customer_12455,7,119765.25
24932,Customer_24932,7,105330.57
76930,Customer_76930,7,104676.56
59287,Customer_59287,7,114402.34
86750,Customer_86750,7,116462.11
92325,Customer_92325,7,100363.99
8466,Customer_8466,7,113420.33
64921,Customer_64921,7,103450.69
43068,Customer_43068,7,113509.95
46160,Customer_46160,7,108610.56
45763,Customer_45763,7,112413.57
82895,Customer_82895,7,116252.53
57273,Customer_57273,7,116237.59
29960,Customer_29960,7,124977.52
62283,Customer_62283,7,103584.84
17901,Customer_17901,7,104449.01
16866,Customer_16866,7,113685.36
60811,Customer_60811,7,104072.83
93135,Customer_93135,7,106665.44
27775,Customer_27775,7,132962.83
88718,Customer_88718,7,100726.54
40745,Customer_40745,7,101621.33
12140,Customer_12140,7,110808.78
42650,Customer_42650,7,106580.38
49707,Customer_49707,7,111265.17
87766,Customer_87766,7,103515.35
48667,Customer_48667,7,106152.15
80509,Customer_80509,7,117971.34
68846,Customer_68846,7,133887.0
7277,Customer_7277,7,100382.01
81040,Customer_81040,7,101580.19
23663,Customer_23663,7,106337.7
77579,Customer_77579,7,104082.1
39187,Customer_39187,7,128161.09
56159,Customer_56159,7,105467.18
85767,Customer_85767,7,103034.17
9298,Customer_9298,7,104969.89
53304,Customer_53304,7,107998.88
88958,Customer_88958,7,104130.22
56625,Customer_56625,7,100081.78
86502,Customer_86502,7,115231.65
13885,Customer_13885,7,103651.01
83181,Customer_83181,7,100227.94
52617,Customer_52617,7,108094.03
45308,Customer_45308,7,112427.93
57555,Customer_57555,7,114167.29
41922,Customer_41922,7,123509.28
91187,Customer_91187,7,100303.26
71315,Customer_71315,7,115041.95
5620,Customer_5620,7,102598.5
17971,Customer_17971,7,119399.99
80711,Customer_80711,7,107405.37
5652,Customer_5652,7,100042.9
69621,Customer_69621,7,110265.31
12586,Customer_12586,7,103286.13
24497,Customer_24497,7,114588.15
39978,Customer_39978,7,112768.87
54739,Customer_54739,7,100209.64
41081,Customer_41081,7,105387.62
18939,Customer_18939,7,113559.05
35727,Customer_35727,7,116813.21
85079,Customer_85079,7,106424.19
31107,Customer_31107,7,101670.39
97175,Customer_97175,7,120803.75
77411,Customer_77411,7,110658.14
6873,Customer_6873,7,118423.64
25184,Customer_25184,7,105694.14
75959,Customer_75959,7,133870.12
64716,Customer_64716,7,114840.63
13341,Customer_13341,7,106678.06
65922,Customer_65922,7,126160.64
33750,Customer_33750,7,100649.55
62659,Customer_62659,7,113408.31
93743,Customer_93743,7,128709.32
16197,Customer_16197,7,108181.08
54619,Customer_54619,7,101102.91
30651,Customer_30651,7,106099.0
66221,Customer_66221,7,111379.42
83418,Customer_83418,7,102864.94
3946,Customer_3946,7,105455.0
44554,Customer_44554,7,125262.22
89236,Customer_89236,7,110377.53
85225,Customer_85225,7,119870.15
13032,Customer_13032,7,107667.05
26138,Customer_26138,7,102800.08
39150,Customer_39150,7,105131.37
17641,Customer_17641,7,122607.08
48416,Customer_48416,7,112646.4
34699,Customer_34699,7,101662.2
27349,Customer_27349,7,121881.56
17994,Customer_17994,7,108796.43
31746,Customer_31746,7,120881.44
92665,Customer_92665,7,103532.74
81569,Customer_81569,7,101795.68
58697,Customer_58697,7,110443.03
60638,Customer_60638,7,120129.93
44261,Customer_44261,7,104540.41
95906,Customer_95906,7,116006.53
55961,Customer_55961,7,110383.52
4636,Customer_4636,7,102883.89
21056,Customer_21056,7,104928.33
11108,Customer_11108,7,104035.74
54928,Customer_54928,7,116921.93
38006,Customer_38006,7,125850.41
27581,Customer_27581,7,110457.51
77121,Customer_77121,7,105970.64
50857,Customer_50857,7,102506.34
3164,Customer_3164,7,121687.43
69224,Customer_69224,7,115956.83
18028,Customer_18028,7,108207.73
67087,Customer_67087,7,102081.49
86298,Customer_86298,7,111378.29
23884,Customer_23884,7,118607.54
16864,Customer_16864,7,115768.73
15607,Customer_15607,7,100307.16
86308,Customer_86308,7,108523.12
80927,Customer_80927,7,105824.69
98647,Customer_98647,7,116556.39
50387,Customer_50387,7,121426.96
28854,Customer_28854,7,122951.29
34249,Customer_34249,7,124205.8
54304,Customer_54304,7,106058.16
10663,Customer_10663,7,117883.7
78051,Customer_78051,7,105850.73
16251,Customer_16251,7,108671.73
34065,Customer_34065,7,131915.43
5662,Customer_5662,7,111923.11
90920,Customer_90920,7,107124.74
71669,Customer_71669,7,117129.16
54438,Customer_54438,7,125426.22
92277,Customer_92277,7,109525.75
90332,Customer_90332,7,126207.2
20979,Customer_20979,7,106835.43
86884,Customer_86884,7,117801.72
33048,Customer_33048,7,103348.86
88784,Customer_88784,7,106173.99
52504,Customer_52504,7,100494.86
85633,Customer_85633,7,104338.53
2474,Customer_2474,7,105342.28
99046,Customer_99046,7,130299.78
33353,Customer_33353,7,114744.93
87986,Customer_87986,7,114202.07
13288,Customer_13288,7,106922.27
81777,Customer_81777,7,107412.69
93919,Customer_93919,7,130478.5
67610,Customer_67610,7,101510.67
88309,Customer_88309,7,108486.72
63999,Customer_63999,7,113238.5
37850,Customer_37850,7,101514.97
76743,Customer_76743,7,102619.84
7104,Customer_7104,7,104481.61
77855,Customer_77855,7,102554.89
2744,Customer_2744,7,111986.23
64192,Customer_64192,7,110686.88
16914,Customer_16914,7,107266.84
33606,Customer_33606,7,107432.69
93761,Customer_93761,7,109065.92
38596,Customer_38596,7,104814.75
15475,Customer_15475,7,108254.04
13302,Customer_13302,7,111293.62
91149,Customer_91149,7,112204.77
65125,Customer_65125,7,117092.5
36464,Customer_36464,7,102486.67
43353,Customer_43353,7,101923.42
28380,Customer_28380,7,117580.92
47484,Customer_47484,7,103221.6
14325,Customer_14325,7,107658.18
89594,Customer_89594,7,110500.56
43145,Customer_43145,7,108960.7
39561,Customer_39561,7,101867.23
26467,Customer_26467,7,111257.26
94552,Customer_94552,7,110980.83
87397,Customer_87397,7,102784.75
33036,Customer_33036,7,102337.55
39136,Customer_39136,7,106191.36
18222,Customer_18222,7,122758.32
77516,Customer_77516,7,117644.02
85972,Customer_85972,7,100038.2
83896,Customer_83896,7,102580.69
63411,Customer_63411,7,110203.63
48761,Customer_48761,7,121734.32
1163,Customer_1163,7,102292.4
61545,Customer_61545,7,117186.12
49087,Customer_49087,7,106772.46
31655,Customer_31655,7,105275.84
80747,Customer_80747,7,110774.48
11485,Customer_11485,7,100242.32
39244,Customer_39244,7,102313.96
13978,Customer_13978,7,101724.17
67888,Customer_67888,7,103096.54
53270,Customer_53270,7,109869.05
58036,Customer_58036,7,101562.81
91553,Customer_91553,7,112314.77
26558,Customer_26558,7,106004.34
50143,Customer_50143,7,100415.38
28741,Customer_28741,7,106920.08
47973,Customer_47973,7,105766.27
47966,Customer_47966,7,127318.46
1616,Customer_1616,7,121879.64
54587,Customer_54587,7,101756.99
93487,Customer_93487,7,104455.38
10673,Customer_10673,7,104348.92
54911,Customer_54911,7,121806.96
48350,Customer_48350,7,100348.56
95162,Customer_95162,7,120460.01
