customer_id,customer,categories_selected,total_spent
32360,Customer_32360,7,108436.9
26193,Customer_26193,7,101005.08
20632,Customer_20632,7,101402.62
94717,Customer_94717,7,128434.55
12017,Customer_12017,7,106928.49
17684,Customer_17684,7,120602.5
55170,Customer_55170,7,105084.61
65643,Customer_65643,7,126968.29
21081,Customer_21081,7,110121.44
91880,Customer_91880,7,110917.67
98920,Customer_98920,7,109485.62
73769,Customer_73769,7,109802.74
83686,Customer_83686,7,104025.29
45665,Customer_45665,7,110666.42
96649,Customer_96649,7,107869.96
82732,Customer_82732,7,104858.47
18106,Customer_18106,7,131877.29
98312,Customer_98312,7,115543.35
60423,Customer_60423,7,101453.01
24316,Customer_24316,7,132229.35
74618,Customer_74618,7,138667.39
69417,Customer_69417,7,112442.22
56666,Customer_56666,7,116184.64
49256,Customer_49256,7,100428.24
3319,Customer_3319,7,107716.08
3886,Customer_3886,7,103564.13
84982,Customer_84982,7,118885.81
61751,Customer_61751,7,105736.12
1715,Customer_1715,7,101313.4
30026,Customer_30026,7,108698.82
24871,Customer_24871,7,115914.55
61790,Customer_61790,7,101675.91
92917,Customer_92917,7,131629.19
32088,Customer_32088,7,106926.1
22737,Customer_22737,7,104365.6
24870,Customer_24870,7,100625.7
48371,Customer_48371,7,129071.04
65427,Customer_65427,7,104494.38
950,Customer_950,7,104421.58
58834,Customer_58834,7,107965.53
31879,Customer_31879,7,103705.49
41391,Customer_41391,7,105345.32
47892,Customer_47892,7,102346.22
45973,Customer_45973,7,104129.73
3147,Customer_3147,7,116750.64
83407,Customer_83407,7,107270.79
85895,Customer_85895,7,119341.54
7322,Customer_7322,7,104011.57
60567,Customer_60567,7,101042.13
89253,Customer_89253,7,116378.69
6478,Customer_6478,7,114430.47
75928,Customer_75928,7,101501.31
88260,Customer_88260,7,117993.38
79943,Customer_79943,7,125954.34
12359,Customer_12359,7,115097.52
85371,Customer_85371,7,123842.42
95516,Customer_95516,7,112294.64
17028,Customer_17028,7,100149.51
19829,Customer_19829,7,105319.11
43588,Customer_43588,7,111164.07
24279,Customer_24279,7,110725.37
64985,Customer_64985,7,100323.23
55229,Customer_55229,7,115649.98
55417,Customer_55417,7,104082.71
2659,Customer_2659,7,116119.88
21417,Customer_21417,7,104379.72
48858,Customer_48858,7,108326.47
95063,Customer_95063,7,101167.2
55584,Customer_55584,7,109702.28
45321,Customer_45321,7,101519.47
90238,Customer_90238,7,111786.16
48431,Customer_48431,7,119356.84
44966,Customer_44966,7,109611.2
36128,Customer_36128,7,100880.34
51404,Customer_51404,7,137492.82
45539,Customer_45539,7,106630.86
20708,Customer_20708,7,105654.02
61892,Customer_61892,7,107029.2
42807,Customer_42807,7,101504.19
78546,Customer_78546,7,102439.29
4419,Customer_4419,7,104250.44
93501,Customer_93501,7,100954.78
78915,Customer_78915,7,106142.02
73846,Customer_73846,7,111975.42
88197,Customer_88197,7,103140.12
62589,Customer_62589,7,120969.32
95321,Customer_95321,7,104383.21
47958,Customer_47958,7,110987.53
52900,Customer_52900,7,109024.79
90501,Customer_90501,7,103000.24
30202,Customer_30202,7,109269.32
60587,Customer_60587,7,122023.59
95567,Customer_95567,7,101656.52
53666,Customer_53666,7,120035.87
87803,Customer_87803,7,119147.78
96787,Customer_96787,7,109702.89
99624,Customer_99624,7,102066.93
36089,Customer_36089,7,103281.47
31867,Customer_31867,7,118790.45
46178,Customer_46178,7,114277.98
23503,Customer_23503,7,107215.07
13415,Customer_13415,7,104806.14
92362,Customer_92362,7,100376.23
34018,Customer_34018,7,102564.65
6216,Customer_6216,7,109766.64
46175,Customer_46175,7,118315.08
62288,Customer_62288,7,107179.06
62908,Customer_62908,7,101926.11
39934,Customer_39934,7,110557.86
75602,Customer_75602,7,103900.06
79504,Customer_79504,7,100020.62
25688,Customer_25688,7,107772.83
92370,Customer_92370,7,106126.27
29517,Customer_29517,7,103311.22
87133,Customer_87133,7,105011.68
16657,Customer_16657,7,102015.48
23096,Customer_23096,7,120864.02
52687,Customer_52687,7,101009.55
81985,Customer_81985,7,104519.51
62363,Customer_62363,7,102624.97
8241,Customer_8241,7,101545.4
46622,Customer_46622,7,115953.39
77775,Customer_77775,7,122635.76
38743,Customer_38743,7,123302.68
44492,Customer_44492,7,104032.99
24311,Customer_24311,7,106255.85
90254,Customer_90254,7,105926.91
65286,Customer_65286,7,117201.58
39361,Customer_39361,7,108824.57
21661,Customer_21661,7,100600.17
82656,Customer_82656,7,106530.33
7082,Customer_7082,7,101093.88
94353,Customer_94353,7,110296.93
99413,Customer_99413,7,109650.62
58999,Customer_58999,7,112223.14
78217,Customer_78217,7,104056.23
39841,Customer_39841,7,102356.41
27928,Customer_27928,7,109508.02
14323,Customer_14323,7,102169.43
40296,Customer_40296,7,103349.35
12721,Customer_12721,7,117468.46
85936,Customer_85936,7,103948.32
29828,Customer_29828,7,105913.09
41325,Customer_41325,7,114772.57
54950,Customer_54950,7,117142.25
14945,Customer_14945,7,133266.38
79074,Customer_79074,7,116897.72
3142,Customer_3142,7,120176.31
86219,Customer_86219,7,123029.08
45425,Customer_45425,7,105108.54
82699,Customer_82699,7,144907.5
87479,Customer_87479,7,104405.96
20765,Customer_20765,7,104318.31
20948,Customer_20948,7,118734.16
12427,Customer_12427,7,121726.97
38948,Customer_38948,7,105172.14
2418,Customer_2418,7,109376.11
74302,Customer_74302,7,102603.17
35220,Customer_35220,7,112947.31
28659,Customer_28659,7,100835.99
44140,Customer_44140,7,101213.81
53864,Customer_53864,7,115843.13
51058,Customer_51058,7,108103.67
33204,Customer_33204,7,116126.89
36631,Customer_36631,7,144744.71
93094,Customer_93094,7,181569.68
21216,Customer_21216,7,122809.49
51662,Customer_51662,7,118395.53
88886,Customer_88886,7,101227.1
62673,Customer_62673,7,118893.67
75260,Customer_75260,7,115995.61
71276,Customer_71276,7,117328.78
94674,Customer_94674,7,114987.89
67364,Customer_67364,7,111858.54
85204,Customer_85204,7,112348.23
51132,Customer_51132,7,100645.5
55576,Customer_55576,7,104144.74
95570,Customer_95570,7,103332.1
57600,Customer_57600,7,109314.53
21851,Customer_21851,7,106188.16
13028,Customer_13028,7,101588.45
54050,Customer_54050,7,103755.47
36872,Customer_36872,7,112850.65
79301,Customer_79301,7,114872.07
19830,Customer_19830,7,110004.92
17203,Customer_17203,7,104245.04
36940,Customer_36940,7,102807.38
79751,Customer_79751,7,107577.18
23701,Customer_23701,7,107862.67
52272,Customer_52272,7,104997.52
17162,Customer_17162,7,120505.91
41203,Customer_41203,7,106273.57
52545,Customer_52545,7,110139.19
73839,Customer_73839,7,105231.98
96430,Customer_96430,7,100630.7
39989,Customer_39989,7,101088.11
22913,Customer_22913,7,118347.34
57940,Customer_57940,7,105855.47
6781,Customer_6781,7,101350.0
23290,Customer_23290,7,105047.19
67197,Customer_67197,7,101283.81
20010,Customer_20010,7,104112.94
73207,Customer_73207,7,102700.55
25195,Customer_25195,7,100856.4
75065,Customer_75065,7,117250.92
61576,Customer_61576,7,126755.16
93694,Customer_93694,7,106467.4
26395,Customer_26395,7,108162.66
24441,Customer_24441,7,107637.83
77486,Customer_77486,7,106702.39
45495,Customer_45495,7,100177.71
85449,Customer_85449,7,117251.84
22961,Customer_22961,7,111442.13
66788,Customer_66788,7,119515.6
12416,Customer_12416,7,118779.52
56650,Customer_56650,7,107732.32
81802,Customer_81802,7,102518.65
90809,Customer_90809,7,105178.83
43740,Customer_43740,7,141692.61
82593,Customer_82593,7,148281.04
4513,Customer_4513,7,104395.83
59556,Customer_59556,7,105379.47
62950,Customer_62950,7,104522.09
73989,Customer_73989,7,102827.48
70786,Customer_70786,7,109794.29
26643,Customer_26643,7,100474.62
36655,Customer_36655,7,104770.06
62629,Customer_62629,7,106535.82
30759,Customer_30759,7,115090.81
19856,Customer_19856,7,130855.37
76842,Customer_76842,7,103311.08
38700,Customer_38700,7,104573.63
92283,Customer_92283,7,111648.57
19447,Customer_19447,7,120694.63
69093,Customer_69093,7,129195.48
67607,Customer_67607,7,101849.02
53572,Customer_53572,7,101641.8
71243,Customer_71243,7,101935.84
68006,Customer_68006,7,102257.65
49909,Customer_49909,7,101754.67
88957,Customer_88957,7,101443.11
83932,Customer_83932,7,110195.88
30621,Customer_30621,7,101335.38
18946,Customer_18946,7,106196.83
94522,Customer_94522,7,123461.18
87977,Customer_87977,7,106796.5
74426,Customer_74426,7,108409.25
36648,Customer_36648,7,131395.85
28328,Customer_28328,7,137492.5
84283,Customer_84283,7,129869.61
33492,Customer_33492,7,103435.96
78128,Customer_78128,7,102058.75
14052,Customer_14052,7,101208.57
96928,Customer_96928,7,119415.85
87217,Customer_87217,7,114421.96
99204,Customer_99204,7,112897.52
40048,Customer_40048,7,110485.29
7218,Customer_7218,7,105232.56
40624,Customer_40624,7,100421.21
77287,Customer_77287,7,106395.99
59223,Customer_59223,7,116242.01
1753,Customer_1753,7,106383.7
29145,Customer_29145,7,140001.58
24557,Customer_24557,7,112930.39
65160,Customer_65160,7,109007.71
22104,Customer_22104,7,107308.74
59389,Customer_59389,7,120289.93
11903,Customer_11903,7,117658.81
40727,Customer_40727,7,109443.69
44315,Customer_44315,7,111301.17
76328,Customer_76328,7,108725.96
64829,Customer_64829,7,102033.05
89009,Customer_89009,7,119505.91
22500,Customer_22500,7,103873.83
24624,Customer_24624,7,140025.86
56283,Customer_56283,7,102950.71
25226,Customer_25226,7,101712.25
51608,Customer_51608,7,121801.42
94956,Customer_94956,7,103279.0
83714,Customer_83714,7,108617.29
40259,Customer_40259,7,112175.88
1205,Customer_1205,7,100717.33
54214,Customer_54214,7,105369.06
79638,Customer_79638,7,115151.56
22010,Customer_22010,7,120188.6
13564,Customer_13564,7,104480.7
39363,Customer_39363,7,119557.15
24549,Customer_24549,7,102476.33
74793,Customer_74793,7,109126.43
5126,Customer_5126,7,105258.4
55306,Customer_55306,7,123696.27
91267,Customer_91267,7,113189.33
45797,Customer_45797,7,106389.59
99450,Customer_99450,7,115884.76
22573,Customer_22573,7,116910.36
28287,Customer_28287,7,100830.94
52034,Customer_52034,7,152680.05
92777,Customer_92777,7,101517.14
8321,Customer_8321,7,107038.62
79495,Customer_79495,7,103029.75
82636,Customer_82636,7,102967.56
31272,Customer_31272,7,102451.57
98295,Customer_98295,7,110058.65
16964,Customer_16964,7,107648.49
59599,Customer_59599,7,106089.1
13759,Customer_13759,7,106437.78
51373,Customer_51373,7,102674.65
66710,Customer_66710,7,101438.42
60073,Customer_60073,7,108732.65
83512,Customer_83512,7,106524.37
62374,Customer_62374,7,105083.68
25807,Customer_25807,7,103169.48
16903,Customer_16903,7,100583.73
80765,Customer_80765,7,103170.94
54096,Customer_54096,7,102741.29
94113,Customer_94113,7,101528.18
24291,Customer_24291,7,104423.07
72869,Customer_72869,7,100826.62
23380,Customer_23380,7,126316.53
4040,Customer_4040,7,114392.21
53452,Customer_53452,7,122432.93
94812,Customer_94812,7,130371.05
22304,Customer_22304,7,106349.41
19244,Customer_19244,7,132949.47
39446,Customer_39446,7,110153.97
25727,Customer_25727,7,115744.43
91840,Customer_91840,7,108520.05
55743,Customer_55743,7,107228.88
50541,Customer_50541,7,121613.78
20922,Customer_20922,7,104275.82
22879,Customer_22879,7,101588.14
16518,Customer_16518,7,107700.84
79619,Customer_79619,7,101434.64
53088,Customer_53088,7,102568.83
8969,Customer_8969,7,100796.38
40456,Customer_40456,7,111227.07
49664,Customer_49664,7,103701.44
76239,Customer_76239,7,107556.77
89401,Customer_89401,7,128618.08
1656,Customer_1656,7,120141.44
70753,Customer_70753,7,107420.72
94603,Customer_94603,7,111761.81
16092,Customer_16092,7,105612.08
50653,Customer_50653,7,110325.27
33622,Customer_33622,7,101968.14
81060,Customer_81060,7,107096.01
87586,Customer_87586,7,105813.67
20648,Customer_20648,7,148084.29
65512,Customer_65512,7,112595.19
79222,Customer_79222,7,112415.67
59362,Customer_59362,7,133634.03
27327,Customer_27327,7,131134.07
38214,Customer_38214,7,134853.38
95053,Customer_95053,7,107235.75
67510,Customer_67510,7,114326.89
82570,Customer_82570,7,102991.24
12003,Customer_12003,7,130345.22
75916,Customer_75916,7,109194.4
33596,Customer_33596,7,101196.82
923,Customer_923,7,104156.14
73397,Customer_73397,7,102373.18
22403,Customer_22403,7,103601.74
47876,Customer_47876,7,114926.81
22431,Customer_22431,7,103886.67
26866,Customer_26866,7,102753.23
37618,Customer_37618,7,100456.76
75584,Customer_75584,7,102085.58
2949,Customer_2949,7,110332.23
92458,Customer_92458,7,112799.91
91144,Customer_91144,7,107120.72
40494,Customer_40494,7,104196.07
84635,Customer_84635,7,104555.7
39770,Customer_39770,7,112145.14
42065,Customer_42065,7,114760.1
39845,Customer_39845,7,110930.66
25546,Customer_25546,7,109292.08
56655,Customer_56655,7,104366.05
28584,Customer_28584,7,145728.93
50517,Customer_50517,7,111045.05
74275,Customer_74275,7,107474.02
31612,Customer_31612,7,121924.93
60528,Customer_60528,7,148691.95
8877,Customer_8877,7,102545.41
14723,Customer_14723,7,104534.27
33746,Customer_33746,7,118568.85
81431,Customer_81431,7,132859.76
43210,Customer_43210,7,106728.63
7844,Customer_7844,7,107241.36
38894,Customer_38894,7,103725.55
46584,Customer_46584,7,110641.83
21832,Customer_21832,7,104249.96
47231,Customer_47231,7,116080.17
25644,Customer_25644,7,105181.74
34772,Customer_34772,7,112510.57
22787,Customer_22787,7,103422.72
94710,Customer_94710,7,101343.65
49396,Customer_49396,7,112380.76
11383,Customer_11383,7,101225.96
65384,Customer_65384,7,117878.61
43052,Customer_43052,7,125635.42
41572,Customer_41572,7,100719.43
37277,Customer_37277,7,131729.69
26544,Customer_26544,7,111535.35
66023,Customer_66023,7,108023.3
73311,Customer_73311,7,118176.17
7070,Customer_7070,7,105572.11
31753,Customer_31753,7,111576.01
22660,Customer_22660,7,111599.88
2182,Customer_2182,7,104409.31
97963,Customer_97963,7,139582.46
40038,Customer_40038,7,112767.14
43579,Customer_43579,7,100215.31
9968,Customer_9968,7,105595.91
2124,Customer_2124,7,102444.65
33848,Customer_33848,7,103629.85
33095,Customer_33095,7,107401.99
76669,Customer_76669,7,123137.57
65023,Customer_65023,7,122117.01
56382,Customer_56382,7,110161.15
40136,Customer_40136,7,102764.33
42624,Customer_42624,7,115240.58
5490,Customer_5490,7,110594.78
29806,Customer_29806,7,109373.99
91754,Customer_91754,7,110535.17
58037,Customer_58037,7,101344.93
68564,Customer_68564,7,105531.58
32989,Customer_32989,7,107481.47
25004,Customer_25004,7,100456.24
75539,Customer_75539,7,112105.27
28128,Customer_28128,7,123139.82
18270,Customer_18270,7,107809.99
68510,Customer_68510,7,123905.32
97583,Customer_97583,7,107463.32
9726,Customer_9726,7,110068.6
40954,Customer_40954,7,111398.74
50142,Customer_50142,7,114267.32
27924,Customer_27924,7,102898.04
70194,Customer_70194,7,100207.05
62474,Customer_62474,7,119489.18
20575,Customer_20575,7,105308.04
9599,Customer_9599,7,113272.13
46050,Customer_46050,7,100872.4
57340,Customer_57340,7,107007.73
98879,Customer_98879,7,103074.97
34930,Customer_34930,7,101255.65
32635,Customer_32635,7,128418.1
42978,Customer_42978,7,106904.66
456,Customer_456,7,113905.52
45264,Customer_45264,7,123972.78
39869,Customer_39869,7,104862.58
34901,Customer_34901,7,103612.99
51178,Customer_51178,7,108244.39
14152,Customer_14152,7,110183.74
28554,Customer_28554,7,106121.83
60433,Customer_60433,7,100784.42
41881,Customer_41881,7,109913.14
48221,Customer_48221,7,117322.58
52767,Customer_52767,7,104337.95
96961,Customer_96961,7,100350.09
29373,Customer_29373,7,118772.07
51394,Customer_51394,7,114994.07
80233,Customer_80233,7,101604.13
92176,Customer_92176,7,100176.26
16598,Customer_16598,7,119002.15
98762,Customer_98762,7,106171.96
61750,Customer_61750,7,116732.77
64367,Customer_64367,7,119538.96
72676,Customer_72676,7,124015.84
79352,Customer_79352,7,146656.2
85815,Customer_85815,7,123057.53
44150,Customer_44150,7,109797.83
44616,Customer_44616,7,106196.8
73993,Customer_73993,7,107629.58
81409,Customer_81409,7,117594.35
85100,Customer_85100,7,101890.52
29813,Customer_29813,7,112563.03
18460,Customer_18460,7,106131.61
20918,Customer_20918,7,117094.89
50885,Customer_50885,7,103952.12
26761,Customer_26761,7,115020.65
40412,Customer_40412,7,106271.8
33551,Customer_33551,7,127693.22
44714,Customer_44714,7,117429.54
51,Customer_51,7,101184.09
39598,Customer_39598,7,108930.54
87032,Customer_87032,7,122468.62
761,Customer_761,7,119189.05
84924,Customer_84924,7,106560.62
47816,Customer_47816,7,101025.58
12247,Customer_12247,7,104584.11
97308,Customer_97308,7,125295.47
80742,Customer_80742,7,106116.28
91154,Customer_91154,7,107296.19
1548,Customer_1548,7,107723.84
21943,Customer_21943,7,100420.46
78498,Customer_78498,7,100399.51
81192,Customer_81192,7,106522.42
70568,Customer_70568,7,102171.39
80212,Customer_80212,7,108529.99
42451,Customer_42451,7,100159.76
53834,Customer_53834,7,112071.8
53194,Customer_53194,7,111561.23
3376,Customer_3376,7,140612.36
83674,Customer_83674,7,103720.25
65076,Customer_65076,7,101090.1
38684,Customer_38684,7,112135.72
25662,Customer_25662,7,134054.6
80003,Customer_80003,7,110116.33
30389,Customer_30389,7,130396.92
52357,Customer_52357,7,100804.69
31811,Customer_31811,7,122179.29
66655,Customer_66655,7,102132.5
21444,Customer_21444,7,108878.66
43495,Customer_43495,7,108409.16
94543,Customer_94543,7,110215.54
59452,Customer_59452,7,108924.55
17036,Customer_17036,7,108082.99
25990,Customer_25990,7,106851.51
89232,Customer_89232,7,118635.75
47839,Customer_47839,7,104908.77
51606,Customer_51606,7,106506.43
23087,Customer_23087,7,127634.24
98122,Customer_98122,7,100757.6
15642,Customer_15642,7,118218.16
37090,Customer_37090,7,104943.46
52427,Customer_52427,7,106847.31
6872,Customer_6872,7,100834.76
82595,Customer_82595,7,108955.21
21947,Customer_21947,7,102116.87
90973,Customer_90973,7,116000.44
5116,Customer_5116,7,111656.37
27051,Customer_27051,7,112254.65
67671,Customer_67671,7,101936.17
87255,Customer_87255,7,110515.63
15906,Customer_15906,7,106186.56
28139,Customer_28139,7,101824.56
67886,Customer_67886,7,124422.63
387,Customer_387,7,103313.95
89243,Customer_89243,7,106365.42
5415,Customer_5415,7,111703.52
88960,Customer_88960,7,126290.69
52365,Customer_52365,7,114632.95
24576,Customer_24576,7,102349.38
80943,Customer_80943,7,118172.33
11226,Customer_11226,7,100452.65
31207,Customer_31207,7,105567.31
48234,Customer_48234,7,118259.95
41105,Customer_41105,7,115055.85
76490,Customer_76490,7,105804.71
57604,Customer_57604,7,102219.76
50100,Customer_50100,7,101497.58
84412,Customer_84412,7,108777.01
45831,Customer_45831,7,107522.6
2793,Customer_2793,7,109098.28
98974,Customer_98974,7,100667.99
64423,Customer_64423,7,122832.84
78222,Customer_78222,7,102277.09
22790,Customer_22790,7,109185.79
41827,Customer_41827,7,100704.26
33864,Customer_33864,7,124921.04
83013,Customer_83013,7,103474.18
54506,Customer_54506,7,116578.29
44316,Customer_44316,7,105495.39
18903,Customer_18903,7,101054.62
16458,Customer_16458,7,121949.44
51198,Customer_51198,7,104798.45
77263,Customer_77263,7,102272.49
41023,Customer_41023,7,117710.54
88767,Customer_88767,7,100951.03
3856,Customer_3856,7,102027.46
88737,Customer_88737,7,111328.94
10709,Customer_10709,7,103354.1
7410,Customer_7410,7,104450.69
96506,Customer_96506,7,109219.7
49803,Customer_49803,7,122693.94
69244,Customer_69244,7,103216.86
28021,Customer_28021,7,100192.64
46249,Customer_46249,7,105085.1
96639,Customer_96639,7,117529.89
63259,Customer_63259,7,108936.17
21069,Customer_21069,7,107179.43
44671,Customer_44671,7,108869.25
6412,Customer_6412,7,122733.83
19424,Customer_19424,7,104890.62
86236,Customer_86236,7,106135.5
45017,Customer_45017,7,102236.86
71624,Customer_71624,7,103472.91
68160,Customer_68160,7,105834.59
85790,Customer_85790,7,102192.23
40367,Customer_40367,7,138422.21
84255,Customer_84255,7,114202.45
2535,Customer_2535,7,102496.53
94341,Customer_94341,7,100746.89
39551,Customer_39551,7,109432.05
73073,Customer_73073,7,107997.66
1111,Customer_1111,7,111043.87
3922,Customer_3922,7,101122.54
70152,Customer_70152,7,105435.08
64560,Customer_64560,7,169060.4
76372,Customer_76372,7,100279.79
79184,Customer_79184,7,100880.48
4112,Customer_4112,7,112684.38
70540,Customer_70540,7,119156.13
35927,Customer_35927,7,108371.67
98455,Customer_98455,7,102925.0
91135,Customer_91135,7,105869.85
65948,Customer_65948,7,135265.61
97809,Customer_97809,7,113243.24
99217,Customer_99217,7,111891.74
74128,Customer_74128,7,105042.5
87720,Customer_87720,7,102426.88
13850,Customer_13850,7,136090.54
58739,Customer_58739,7,126812.48
15514,Customer_15514,7,102173.83
65639,Customer_65639,7,116157.86
29829,Customer_29829,7,115684.27
98275,Customer_98275,7,108308.24
98351,Customer_98351,7,133503.64
87531,Customer_87531,7,119634.55
4632,Customer_4632,7,115104.0
11340,Customer_11340,7,101748.81
79127,Customer_79127,7,102774.02
39579,Customer_39579,7,109169.16
36854,Customer_36854,7,125034.01
80836,Customer_80836,7,114025.6
85303,Customer_85303,7,102644.12
71275,Customer_71275,7,103688.9
88223,Customer_88223,7,106519.37
69928,Customer_69928,7,101947.17
67892,Customer_67892,7,113176.14
50864,Customer_50864,7,106247.56
73284,Customer_73284,7,107471.62
63551,Customer_63551,7,110904.59
49053,Customer_49053,7,106580.47
27950,Customer_27950,7,112333.37
17741,Customer_17741,7,107715.3
69300,Customer_69300,7,100686.27
72080,Customer_72080,7,123477.93
61330,Customer_61330,7,104591.66
8223,Customer_8223,7,113650.09
9442,Customer_9442,7,121422.99
20356,Customer_20356,7,122850.53
5738,Customer_5738,7,109434.45
81855,Customer_81855,7,101529.01
65135,Customer_65135,7,141454.51
48620,Customer_48620,7,101673.14
12037,Customer_12037,7,115092.32
50119,Customer_50119,7,104589.88
70368,Customer_70368,7,105978.25
40945,Customer_40945,7,120133.59
19057,Customer_19057,7,101435.33
61578,Customer_61578,7,105981.01
2826,Customer_2826,7,106314.05
75794,Customer_75794,7,104737.04
90485,Customer_90485,7,103222.2
59199,Customer_59199,7,104649.67
40442,Customer_40442,7,151037.32
15178,Customer_15178,7,109197.01
80574,Customer_80574,7,116181.73
54570,Customer_54570,7,101509.99
58642,Customer_58642,7,101826.51
67104,Customer_67104,7,112868.43
91566,Customer_91566,7,114934.62
41850,Customer_41850,7,104815.94
86068,Customer_86068,7,106014.74
63068,Customer_63068,7,124230.16
45641,Customer_45641,7,101809.38
29790,Customer_29790,7,111394.25
78033,Customer_78033,7,113807.36
52275,Customer_52275,7,153364.79
19088,Customer_19088,7,107769.79
12244,Customer_12244,7,104143.68
36620,Customer_36620,7,101940.04
89629,Customer_89629,7,119203.03
52760,Customer_52760,7,106933.88
29958,Customer_29958,7,107964.12
42514,Customer_42514,7,106584.88
45735,Customer_45735,7,128258.18
68201,Customer_68201,7,104942.54
62131,Customer_62131,7,100993.18
24956,Customer_24956,7,115217.02
10313,Customer_10313,7,109431.24
77306,Customer_77306,7,104686.67
13445,Customer_13445,7,112979.71
39146,Customer_39146,7,103039.24
35430,Customer_35430,7,108460.71
82138,Customer_82138,7,101671.87
52729,Customer_52729,7,102856.68
20091,Customer_20091,7,103276.37
84830,Customer_84830,7,148363.84
23891,Customer_23891,7,117967.72
28635,Customer_28635,7,107368.59
77249,Customer_77249,7,103102.32
30901,Customer_30901,7,100064.15
5093,Customer_5093,7,109676.06
55693,Customer_55693,7,111071.36
2906,Customer_2906,7,111460.67
24372,Customer_24372,7,114205.0
13364,Customer_13364,7,100514.07
30204,Customer_30204,7,110267.26
41669,Customer_41669,7,100537.65
87660,Customer_87660,7,143882.28
22740,Customer_22740,7,130736.31
23468,Customer_23468,7,100596.0
76233,Customer_76233,7,106750.78
18890,Customer_18890,7,108455.26
962,Customer_962,7,102676.38
21763,Customer_21763,7,140938.34
21280,Customer_21280,7,107784.64
41860,Customer_41860,7,114282.75
54854,Customer_54854,7,103997.83
43822,Customer_43822,7,100091.57
45106,Customer_45106,7,108221.63
94403,Customer_94403,7,108844.5
81055,Customer_81055,7,123461.38
78166,Customer_78166,7,115486.99
17810,Customer_17810,7,145903.82
